ccode,country,cmark,year,polity2,polity2l,instab,anocl,deml
2,USA,1,1945,10,10,0,0,1
2,USA,0,1946,10,10,0,0,1
2,USA,0,1947,10,10,0,0,1
2,USA,0,1948,10,10,0,0,1
2,USA,0,1949,10,10,0,0,1
2,USA,0,1950,10,10,0,0,1
2,USA,0,1951,10,10,0,0,1
2,USA,0,1952,10,10,0,0,1
2,USA,0,1953,10,10,0,0,1
2,USA,0,1954,10,10,0,0,1
2,USA,0,1955,10,10,0,0,1
2,USA,0,1956,10,10,0,0,1
2,USA,0,1957,10,10,0,0,1
2,USA,0,1958,10,10,0,0,1
2,USA,0,1959,10,10,0,0,1
2,USA,0,1960,10,10,0,0,1
2,USA,0,1961,10,10,0,0,1
2,USA,0,1962,10,10,0,0,1
2,USA,0,1963,10,10,0,0,1
2,USA,0,1964,10,10,0,0,1
2,USA,0,1965,10,10,0,0,1
2,USA,0,1966,10,10,0,0,1
2,USA,0,1967,10,10,0,0,1
2,USA,0,1968,10,10,0,0,1
2,USA,0,1969,10,10,0,0,1
2,USA,0,1970,10,10,0,0,1
2,USA,0,1971,10,10,0,0,1
2,USA,0,1972,10,10,0,0,1
2,USA,0,1973,10,10,0,0,1
2,USA,0,1974,10,10,0,0,1
2,USA,0,1975,10,10,0,0,1
2,USA,0,1976,10,10,0,0,1
2,USA,0,1977,10,10,0,0,1
2,USA,0,1978,10,10,0,0,1
2,USA,0,1979,10,10,0,0,1
2,USA,0,1980,10,10,0,0,1
2,USA,0,1981,10,10,0,0,1
2,USA,0,1982,10,10,0,0,1
2,USA,0,1983,10,10,0,0,1
2,USA,0,1984,10,10,0,0,1
2,USA,0,1985,10,10,0,0,1
2,USA,0,1986,10,10,0,0,1
2,USA,0,1987,10,10,0,0,1
2,USA,0,1988,10,10,0,0,1
2,USA,0,1989,10,10,0,0,1
2,USA,0,1990,10,10,0,0,1
2,USA,0,1991,10,10,0,0,1
2,USA,0,1992,10,10,0,0,1
2,USA,0,1993,10,10,0,0,1
2,USA,0,1994,10,10,0,0,1
2,USA,0,1995,10,10,0,0,1
2,USA,0,1996,10,10,0,0,1
2,USA,0,1997,10,10,0,0,1
2,USA,0,1998,10,10,0,0,1
2,USA,0,1999,10,10,0,0,1
20,CANADA,1,1945,10,10,0,0,1
20,CANADA,0,1946,10,10,0,0,1
20,CANADA,0,1947,10,10,0,0,1
20,CANADA,0,1948,10,10,0,0,1
20,CANADA,0,1949,10,10,0,0,1
20,CANADA,0,1950,10,10,0,0,1
20,CANADA,0,1951,10,10,0,0,1
20,CANADA,0,1952,10,10,0,0,1
20,CANADA,0,1953,10,10,0,0,1
20,CANADA,0,1954,10,10,0,0,1
20,CANADA,0,1955,10,10,0,0,1
20,CANADA,0,1956,10,10,0,0,1
20,CANADA,0,1957,10,10,0,0,1
20,CANADA,0,1958,10,10,0,0,1
20,CANADA,0,1959,10,10,0,0,1
20,CANADA,0,1960,10,10,0,0,1
20,CANADA,0,1961,10,10,0,0,1
20,CANADA,0,1962,10,10,0,0,1
20,CANADA,0,1963,10,10,0,0,1
20,CANADA,0,1964,10,10,0,0,1
20,CANADA,0,1965,10,10,0,0,1
20,CANADA,0,1966,10,10,0,0,1
20,CANADA,0,1967,10,10,0,0,1
20,CANADA,0,1968,10,10,0,0,1
20,CANADA,0,1969,10,10,0,0,1
20,CANADA,0,1970,10,10,0,0,1
20,CANADA,0,1971,10,10,0,0,1
20,CANADA,0,1972,10,10,0,0,1
20,CANADA,0,1973,10,10,0,0,1
20,CANADA,0,1974,10,10,0,0,1
20,CANADA,0,1975,10,10,0,0,1
20,CANADA,0,1976,10,10,0,0,1
20,CANADA,0,1977,10,10,0,0,1
20,CANADA,0,1978,10,10,0,0,1
20,CANADA,0,1979,10,10,0,0,1
20,CANADA,0,1980,10,10,0,0,1
20,CANADA,0,1981,10,10,0,0,1
20,CANADA,0,1982,10,10,0,0,1
20,CANADA,0,1983,10,10,0,0,1
20,CANADA,0,1984,10,10,0,0,1
20,CANADA,0,1985,10,10,0,0,1
20,CANADA,0,1986,10,10,0,0,1
20,CANADA,0,1987,10,10,0,0,1
20,CANADA,0,1988,10,10,0,0,1
20,CANADA,0,1989,10,10,0,0,1
20,CANADA,0,1990,10,10,0,0,1
20,CANADA,0,1991,10,10,0,0,1
20,CANADA,0,1992,10,10,0,0,1
20,CANADA,0,1993,10,10,0,0,1
20,CANADA,0,1994,10,10,0,0,1
20,CANADA,0,1995,10,10,0,0,1
20,CANADA,0,1996,10,10,0,0,1
20,CANADA,0,1997,10,10,0,0,1
20,CANADA,0,1998,10,10,0,0,1
20,CANADA,0,1999,10,10,0,0,1
40,CUBA,1,1945,3,3,0,1,0
40,CUBA,0,1946,3,3,0,1,0
40,CUBA,0,1947,3,3,0,1,0
40,CUBA,0,1948,3,3,0,1,0
40,CUBA,0,1949,3,3,0,1,0
40,CUBA,0,1950,3,3,0,1,0
40,CUBA,0,1951,3,3,0,1,0
40,CUBA,0,1952,0,3,0,1,0
40,CUBA,0,1953,-3,0,1,1,0
40,CUBA,0,1954,-6,-3,1,1,0
40,CUBA,0,1955,-9,-6,1,0,0
40,CUBA,0,1956,-9,-9,1,0,0
40,CUBA,0,1957,-9,-9,1,0,0
40,CUBA,0,1958,-9,-9,1,0,0
40,CUBA,0,1959,0,-9,0,0,0
40,CUBA,0,1960,-4,0,1,1,0
40,CUBA,0,1961,-7,-4,1,1,0
40,CUBA,0,1962,-7,-7,1,0,0
40,CUBA,0,1963,-7,-7,1,0,0
40,CUBA,0,1964,-7,-7,1,0,0
40,CUBA,0,1965,-7,-7,0,0,0
40,CUBA,0,1966,-7,-7,0,0,0
40,CUBA,0,1967,-7,-7,0,0,0
40,CUBA,0,1968,-7,-7,0,0,0
40,CUBA,0,1969,-7,-7,0,0,0
40,CUBA,0,1970,-7,-7,0,0,0
40,CUBA,0,1971,-7,-7,0,0,0
40,CUBA,0,1972,-7,-7,0,0,0
40,CUBA,0,1973,-7,-7,0,0,0
40,CUBA,0,1974,-7,-7,0,0,0
40,CUBA,0,1975,-7,-7,0,0,0
40,CUBA,0,1976,-7,-7,0,0,0
40,CUBA,0,1977,-7,-7,0,0,0
40,CUBA,0,1978,-7,-7,0,0,0
40,CUBA,0,1979,-7,-7,0,0,0
40,CUBA,0,1980,-7,-7,0,0,0
40,CUBA,0,1981,-7,-7,0,0,0
40,CUBA,0,1982,-7,-7,0,0,0
40,CUBA,0,1983,-7,-7,0,0,0
40,CUBA,0,1984,-7,-7,0,0,0
40,CUBA,0,1985,-7,-7,0,0,0
40,CUBA,0,1986,-7,-7,0,0,0
40,CUBA,0,1987,-7,-7,0,0,0
40,CUBA,0,1988,-7,-7,0,0,0
40,CUBA,0,1989,-7,-7,0,0,0
40,CUBA,0,1990,-7,-7,0,0,0
40,CUBA,0,1991,-7,-7,0,0,0
40,CUBA,0,1992,-7,-7,0,0,0
40,CUBA,0,1993,-7,-7,0,0,0
40,CUBA,0,1994,-7,-7,0,0,0
40,CUBA,0,1995,-7,-7,0,0,0
40,CUBA,0,1996,-7,-7,0,0,0
40,CUBA,0,1997,-7,-7,0,0,0
40,CUBA,0,1998,-7,-7,0,0,0
40,CUBA,0,1999,-7,-7,0,0,0
41,HAITI,1,1945,0,0,0,1,0
41,HAITI,0,1946,-1,0,0,1,0
41,HAITI,0,1947,-2,-1,1,1,0
41,HAITI,0,1948,-3,-2,1,1,0
41,HAITI,0,1949,-4,-3,1,1,0
41,HAITI,0,1950,-5,-4,1,1,0
41,HAITI,0,1951,-5,-5,1,1,0
41,HAITI,0,1952,-5,-5,1,1,0
41,HAITI,0,1953,-5,-5,0,1,0
41,HAITI,0,1954,-5,-5,0,1,0
41,HAITI,0,1955,-5,-5,0,1,0
41,HAITI,0,1956,-5,-5,0,1,0
41,HAITI,0,1957,-5,-5,0,1,0
41,HAITI,0,1958,-8,-5,0,1,0
41,HAITI,0,1959,-8,-8,1,0,0
41,HAITI,0,1960,-8,-8,1,0,0
41,HAITI,0,1961,-9,-8,1,0,0
41,HAITI,0,1962,-9,-9,0,0,0
41,HAITI,0,1963,-9,-9,0,0,0
41,HAITI,0,1964,-9,-9,0,0,0
41,HAITI,0,1965,-9,-9,0,0,0
41,HAITI,0,1966,-9,-9,0,0,0
41,HAITI,0,1967,-9,-9,0,0,0
41,HAITI,0,1968,-9,-9,0,0,0
41,HAITI,0,1969,-9,-9,0,0,0
41,HAITI,0,1970,-9,-9,0,0,0
41,HAITI,0,1971,-10,-9,0,0,0
41,HAITI,0,1972,-10,-10,0,0,0
41,HAITI,0,1973,-10,-10,0,0,0
41,HAITI,0,1974,-10,-10,0,0,0
41,HAITI,0,1975,-10,-10,0,0,0
41,HAITI,0,1976,-10,-10,0,0,0
41,HAITI,0,1977,-9,-10,0,0,0
41,HAITI,0,1978,-9,-9,0,0,0
41,HAITI,0,1979,-9,-9,0,0,0
41,HAITI,0,1980,-9,-9,0,0,0
41,HAITI,0,1981,-9,-9,0,0,0
41,HAITI,0,1982,-9,-9,0,0,0
41,HAITI,0,1983,-9,-9,0,0,0
41,HAITI,0,1984,-9,-9,0,0,0
41,HAITI,0,1985,-9,-9,0,0,0
41,HAITI,0,1986,-8,-9,0,0,0
41,HAITI,0,1987,-8,-8,1,0,0
41,HAITI,0,1988,-7,-8,1,0,0
41,HAITI,0,1989,-6,-7,1,0,0
41,HAITI,0,1990,7,-6,1,0,0
41,HAITI,0,1991,-7,7,1,0,1
41,HAITI,0,1992,-7,-7,1,0,0
41,HAITI,0,1993,-7,-7,1,0,0
41,HAITI,0,1994,7,-7,1,0,0
41,HAITI,0,1995,7,7,1,0,1
41,HAITI,0,1996,7,7,1,0,1
41,HAITI,0,1997,7,7,1,0,1
41,HAITI,0,1998,7,7,0,0,1
41,HAITI,0,1999,2,7,0,0,1
42,DOMINICAN REP.,1,1945,-9,-9,0,0,0
42,DOMINICAN REP.,0,1946,-9,-9,0,0,0
42,DOMINICAN REP.,0,1947,-9,-9,0,0,0
42,DOMINICAN REP.,0,1948,-9,-9,0,0,0
42,DOMINICAN REP.,0,1949,-9,-9,0,0,0
42,DOMINICAN REP.,0,1950,-9,-9,0,0,0
42,DOMINICAN REP.,0,1951,-9,-9,0,0,0
42,DOMINICAN REP.,0,1952,-9,-9,0,0,0
42,DOMINICAN REP.,0,1953,-9,-9,0,0,0
42,DOMINICAN REP.,0,1954,-9,-9,0,0,0
42,DOMINICAN REP.,0,1955,-9,-9,0,0,0
42,DOMINICAN REP.,0,1956,-9,-9,0,0,0
42,DOMINICAN REP.,0,1957,-9,-9,0,0,0
42,DOMINICAN REP.,0,1958,-9,-9,0,0,0
42,DOMINICAN REP.,0,1959,-9,-9,0,0,0
42,DOMINICAN REP.,0,1960,-9,-9,0,0,0
42,DOMINICAN REP.,0,1961,-3,-9,0,0,0
42,DOMINICAN REP.,0,1962,3,-3,1,1,0
42,DOMINICAN REP.,0,1963,8,3,1,1,0
42,DOMINICAN REP.,0,1964,0,8,1,0,1
42,DOMINICAN REP.,0,1965,0,0,1,1,0
42,DOMINICAN REP.,0,1966,-3,0,1,1,0
42,DOMINICAN REP.,0,1967,-3,-3,1,1,0
42,DOMINICAN REP.,0,1968,-3,-3,1,1,0
42,DOMINICAN REP.,0,1969,-3,-3,1,1,0
42,DOMINICAN REP.,0,1970,-3,-3,0,1,0
42,DOMINICAN REP.,0,1971,-3,-3,0,1,0
42,DOMINICAN REP.,0,1972,-3,-3,0,1,0
42,DOMINICAN REP.,0,1973,-3,-3,0,1,0
42,DOMINICAN REP.,0,1974,-3,-3,0,1,0
42,DOMINICAN REP.,0,1975,-3,-3,0,1,0
42,DOMINICAN REP.,0,1976,-3,-3,0,1,0
42,DOMINICAN REP.,0,1977,-3,-3,0,1,0
42,DOMINICAN REP.,0,1978,6,-3,0,1,0
42,DOMINICAN REP.,0,1979,6,6,1,0,1
42,DOMINICAN REP.,0,1980,6,6,1,0,1
42,DOMINICAN REP.,0,1981,6,6,1,0,1
42,DOMINICAN REP.,0,1982,6,6,0,0,1
42,DOMINICAN REP.,0,1983,6,6,0,0,1
42,DOMINICAN REP.,0,1984,6,6,0,0,1
42,DOMINICAN REP.,0,1985,6,6,0,0,1
42,DOMINICAN REP.,0,1986,6,6,0,0,1
42,DOMINICAN REP.,0,1987,6,6,0,0,1
42,DOMINICAN REP.,0,1988,6,6,0,0,1
42,DOMINICAN REP.,0,1989,6,6,0,0,1
42,DOMINICAN REP.,0,1990,6,6,0,0,1
42,DOMINICAN REP.,0,1991,6,6,0,0,1
42,DOMINICAN REP.,0,1992,6,6,0,0,1
42,DOMINICAN REP.,0,1993,6,6,0,0,1
42,DOMINICAN REP.,0,1994,5,6,0,0,1
42,DOMINICAN REP.,0,1995,5,5,0,1,0
42,DOMINICAN REP.,0,1996,8,5,0,1,0
42,DOMINICAN REP.,0,1997,8,8,1,0,1
42,DOMINICAN REP.,0,1998,8,8,1,0,1
42,DOMINICAN REP.,0,1999,8,8,1,0,1
51,JAMAICA,1,1962,10,10,0,0,1
51,JAMAICA,0,1963,10,10,0,0,1
51,JAMAICA,0,1964,10,10,0,0,1
51,JAMAICA,0,1965,10,10,0,0,1
51,JAMAICA,0,1966,10,10,0,0,1
51,JAMAICA,0,1967,10,10,0,0,1
51,JAMAICA,0,1968,10,10,0,0,1
51,JAMAICA,0,1969,10,10,0,0,1
51,JAMAICA,0,1970,10,10,0,0,1
51,JAMAICA,0,1971,10,10,0,0,1
51,JAMAICA,0,1972,10,10,0,0,1
51,JAMAICA,0,1973,10,10,0,0,1
51,JAMAICA,0,1974,10,10,0,0,1
51,JAMAICA,0,1975,10,10,0,0,1
51,JAMAICA,0,1976,10,10,0,0,1
51,JAMAICA,0,1977,10,10,0,0,1
51,JAMAICA,0,1978,10,10,0,0,1
51,JAMAICA,0,1979,10,10,0,0,1
51,JAMAICA,0,1980,10,10,0,0,1
51,JAMAICA,0,1981,10,10,0,0,1
51,JAMAICA,0,1982,10,10,0,0,1
51,JAMAICA,0,1983,10,10,0,0,1
51,JAMAICA,0,1984,10,10,0,0,1
51,JAMAICA,0,1985,10,10,0,0,1
51,JAMAICA,0,1986,10,10,0,0,1
51,JAMAICA,0,1987,10,10,0,0,1
51,JAMAICA,0,1988,10,10,0,0,1
51,JAMAICA,0,1989,10,10,0,0,1
51,JAMAICA,0,1990,10,10,0,0,1
51,JAMAICA,0,1991,10,10,0,0,1
51,JAMAICA,0,1992,10,10,0,0,1
51,JAMAICA,0,1993,9,10,0,0,1
51,JAMAICA,0,1994,9,9,0,0,1
51,JAMAICA,0,1995,9,9,0,0,1
51,JAMAICA,0,1996,9,9,0,0,1
51,JAMAICA,0,1997,9,9,0,0,1
51,JAMAICA,0,1998,9,9,0,0,1
51,JAMAICA,0,1999,9,9,0,0,1
52,TRINIDAD & TOBAGO,1,1962,8,8,0,0,1
52,TRINIDAD & TOBAGO,0,1963,8,8,0,0,1
52,TRINIDAD & TOBAGO,0,1964,8,8,0,0,1
52,TRINIDAD & TOBAGO,0,1965,8,8,0,0,1
52,TRINIDAD & TOBAGO,0,1966,8,8,0,0,1
52,TRINIDAD & TOBAGO,0,1967,8,8,0,0,1
52,TRINIDAD & TOBAGO,0,1968,8,8,0,0,1
52,TRINIDAD & TOBAGO,0,1969,8,8,0,0,1
52,TRINIDAD & TOBAGO,0,1970,8,8,0,0,1
52,TRINIDAD & TOBAGO,0,1971,8,8,0,0,1
52,TRINIDAD & TOBAGO,0,1972,8,8,0,0,1
52,TRINIDAD & TOBAGO,0,1973,8,8,0,0,1
52,TRINIDAD & TOBAGO,0,1974,8,8,0,0,1
52,TRINIDAD & TOBAGO,0,1975,8,8,0,0,1
52,TRINIDAD & TOBAGO,0,1976,8,8,0,0,1
52,TRINIDAD & TOBAGO,0,1977,8,8,0,0,1
52,TRINIDAD & TOBAGO,0,1978,8,8,0,0,1
52,TRINIDAD & TOBAGO,0,1979,8,8,0,0,1
52,TRINIDAD & TOBAGO,0,1980,8,8,0,0,1
52,TRINIDAD & TOBAGO,0,1981,8,8,0,0,1
52,TRINIDAD & TOBAGO,0,1982,8,8,0,0,1
52,TRINIDAD & TOBAGO,0,1983,8,8,0,0,1
52,TRINIDAD & TOBAGO,0,1984,9,8,0,0,1
52,TRINIDAD & TOBAGO,0,1985,9,9,0,0,1
52,TRINIDAD & TOBAGO,0,1986,9,9,0,0,1
52,TRINIDAD & TOBAGO,0,1987,9,9,0,0,1
52,TRINIDAD & TOBAGO,0,1988,9,9,0,0,1
52,TRINIDAD & TOBAGO,0,1989,9,9,0,0,1
52,TRINIDAD & TOBAGO,0,1990,9,9,0,0,1
52,TRINIDAD & TOBAGO,0,1991,9,9,0,0,1
52,TRINIDAD & TOBAGO,0,1992,9,9,0,0,1
52,TRINIDAD & TOBAGO,0,1993,9,9,0,0,1
52,TRINIDAD & TOBAGO,0,1994,9,9,0,0,1
52,TRINIDAD & TOBAGO,0,1995,9,9,0,0,1
52,TRINIDAD & TOBAGO,0,1996,9,9,0,0,1
52,TRINIDAD & TOBAGO,0,1997,10,9,0,0,1
52,TRINIDAD & TOBAGO,0,1998,10,10,0,0,1
52,TRINIDAD & TOBAGO,0,1999,10,10,0,0,1
70,MEXICO,1,1945,-6,-6,0,0,0
70,MEXICO,0,1946,-6,-6,0,0,0
70,MEXICO,0,1947,-6,-6,0,0,0
70,MEXICO,0,1948,-6,-6,0,0,0
70,MEXICO,0,1949,-6,-6,0,0,0
70,MEXICO,0,1950,-6,-6,0,0,0
70,MEXICO,0,1951,-6,-6,0,0,0
70,MEXICO,0,1952,-6,-6,0,0,0
70,MEXICO,0,1953,-6,-6,0,0,0
70,MEXICO,0,1954,-6,-6,0,0,0
70,MEXICO,0,1955,-6,-6,0,0,0
70,MEXICO,0,1956,-6,-6,0,0,0
70,MEXICO,0,1957,-6,-6,0,0,0
70,MEXICO,0,1958,-6,-6,0,0,0
70,MEXICO,0,1959,-6,-6,0,0,0
70,MEXICO,0,1960,-6,-6,0,0,0
70,MEXICO,0,1961,-6,-6,0,0,0
70,MEXICO,0,1962,-6,-6,0,0,0
70,MEXICO,0,1963,-6,-6,0,0,0
70,MEXICO,0,1964,-6,-6,0,0,0
70,MEXICO,0,1965,-6,-6,0,0,0
70,MEXICO,0,1966,-6,-6,0,0,0
70,MEXICO,0,1967,-6,-6,0,0,0
70,MEXICO,0,1968,-6,-6,0,0,0
70,MEXICO,0,1969,-6,-6,0,0,0
70,MEXICO,0,1970,-6,-6,0,0,0
70,MEXICO,0,1971,-6,-6,0,0,0
70,MEXICO,0,1972,-6,-6,0,0,0
70,MEXICO,0,1973,-6,-6,0,0,0
70,MEXICO,0,1974,-6,-6,0,0,0
70,MEXICO,0,1975,-6,-6,0,0,0
70,MEXICO,0,1976,-6,-6,0,0,0
70,MEXICO,0,1977,-3,-6,0,0,0
70,MEXICO,0,1978,-3,-3,1,1,0
70,MEXICO,0,1979,-3,-3,1,1,0
70,MEXICO,0,1980,-3,-3,1,1,0
70,MEXICO,0,1981,-3,-3,0,1,0
70,MEXICO,0,1982,-3,-3,0,1,0
70,MEXICO,0,1983,-3,-3,0,1,0
70,MEXICO,0,1984,-3,-3,0,1,0
70,MEXICO,0,1985,-3,-3,0,1,0
70,MEXICO,0,1986,-3,-3,0,1,0
70,MEXICO,0,1987,-3,-3,0,1,0
70,MEXICO,0,1988,0,-3,0,1,0
70,MEXICO,0,1989,0,0,1,1,0
70,MEXICO,0,1990,0,0,1,1,0
70,MEXICO,0,1991,0,0,1,1,0
70,MEXICO,0,1992,0,0,0,1,0
70,MEXICO,0,1993,0,0,0,1,0
70,MEXICO,0,1994,4,0,0,1,0
70,MEXICO,0,1995,4,4,1,1,0
70,MEXICO,0,1996,4,4,1,1,0
70,MEXICO,0,1997,6,4,1,1,0
70,MEXICO,0,1998,6,6,0,0,1
70,MEXICO,0,1999,6,6,0,0,1
90,GUATEMALA,1,1945,5,5,0,1,0
90,GUATEMALA,0,1946,5,5,0,1,0
90,GUATEMALA,0,1947,5,5,0,1,0
90,GUATEMALA,0,1948,5,5,0,1,0
90,GUATEMALA,0,1949,5,5,0,1,0
90,GUATEMALA,0,1950,2,5,0,1,0
90,GUATEMALA,0,1951,2,2,1,1,0
90,GUATEMALA,0,1952,2,2,1,1,0
90,GUATEMALA,0,1953,2,2,1,1,0
90,GUATEMALA,0,1954,-6,2,0,1,0
90,GUATEMALA,0,1955,-6,-6,1,0,0
90,GUATEMALA,0,1956,-6,-6,1,0,0
90,GUATEMALA,0,1957,-6,-6,1,0,0
90,GUATEMALA,0,1958,-5,-6,0,0,0
90,GUATEMALA,0,1959,-5,-5,0,1,0
90,GUATEMALA,0,1960,-5,-5,0,1,0
90,GUATEMALA,0,1961,-5,-5,0,1,0
90,GUATEMALA,0,1962,-5,-5,0,1,0
90,GUATEMALA,0,1963,-5,-5,0,1,0
90,GUATEMALA,0,1964,-5,-5,0,1,0
90,GUATEMALA,0,1965,-5,-5,0,1,0
90,GUATEMALA,0,1966,3,-5,0,1,0
90,GUATEMALA,0,1967,3,3,1,1,0
90,GUATEMALA,0,1968,3,3,1,1,0
90,GUATEMALA,0,1969,3,3,1,1,0
90,GUATEMALA,0,1970,1,3,0,1,0
90,GUATEMALA,0,1971,1,1,0,1,0
90,GUATEMALA,0,1972,1,1,0,1,0
90,GUATEMALA,0,1973,1,1,0,1,0
90,GUATEMALA,0,1974,-3,1,0,1,0
90,GUATEMALA,0,1975,-3,-3,1,1,0
90,GUATEMALA,0,1976,-3,-3,1,1,0
90,GUATEMALA,0,1977,-3,-3,1,1,0
90,GUATEMALA,0,1978,-5,-3,0,1,0
90,GUATEMALA,0,1979,-5,-5,0,1,0
90,GUATEMALA,0,1980,-5,-5,0,1,0
90,GUATEMALA,0,1981,-5,-5,0,1,0
90,GUATEMALA,0,1982,-7,-5,0,1,0
90,GUATEMALA,0,1983,-7,-7,0,0,0
90,GUATEMALA,0,1984,-6,-7,0,0,0
90,GUATEMALA,0,1985,-1,-6,0,0,0
90,GUATEMALA,0,1986,3,-1,1,1,0
90,GUATEMALA,0,1987,3,3,1,1,0
90,GUATEMALA,0,1988,3,3,1,1,0
90,GUATEMALA,0,1989,3,3,1,1,0
90,GUATEMALA,0,1990,3,3,0,1,0
90,GUATEMALA,0,1991,3,3,0,1,0
90,GUATEMALA,0,1992,3,3,0,1,0
90,GUATEMALA,0,1993,3,3,0,1,0
90,GUATEMALA,0,1994,3,3,0,1,0
90,GUATEMALA,0,1995,3,3,0,1,0
90,GUATEMALA,0,1996,8,3,0,1,0
90,GUATEMALA,0,1997,8,8,1,0,1
90,GUATEMALA,0,1998,8,8,1,0,1
90,GUATEMALA,0,1999,8,8,1,0,1
91,HONDURAS,1,1945,-3,-3,0,1,0
91,HONDURAS,0,1946,-3,-3,0,1,0
91,HONDURAS,0,1947,-3,-3,0,1,0
91,HONDURAS,0,1948,-3,-3,0,1,0
91,HONDURAS,0,1949,-3,-3,0,1,0
91,HONDURAS,0,1950,-3,-3,0,1,0
91,HONDURAS,0,1951,-3,-3,0,1,0
91,HONDURAS,0,1952,-3,-3,0,1,0
91,HONDURAS,0,1953,-3,-3,0,1,0
91,HONDURAS,0,1954,-3,-3,0,1,0
91,HONDURAS,0,1955,-3,-3,0,1,0
91,HONDURAS,0,1956,-1,-3,0,1,0
91,HONDURAS,0,1957,-1,-1,0,1,0
91,HONDURAS,0,1958,-1,-1,0,1,0
91,HONDURAS,0,1959,-1,-1,0,1,0
91,HONDURAS,0,1960,-1,-1,0,1,0
91,HONDURAS,0,1961,-1,-1,0,1,0
91,HONDURAS,0,1962,-1,-1,0,1,0
91,HONDURAS,0,1963,-1,-1,0,1,0
91,HONDURAS,0,1964,-1,-1,0,1,0
91,HONDURAS,0,1965,-1,-1,0,1,0
91,HONDURAS,0,1966,-1,-1,0,1,0
91,HONDURAS,0,1967,-1,-1,0,1,0
91,HONDURAS,0,1968,-1,-1,0,1,0
91,HONDURAS,0,1969,-1,-1,0,1,0
91,HONDURAS,0,1970,-1,-1,0,1,0
91,HONDURAS,0,1971,0,-1,0,1,0
91,HONDURAS,0,1972,-1,0,0,1,0
91,HONDURAS,0,1973,-1,-1,0,1,0
91,HONDURAS,0,1974,-1,-1,0,1,0
91,HONDURAS,0,1975,-1,-1,0,1,0
91,HONDURAS,0,1976,-1,-1,0,1,0
91,HONDURAS,0,1977,-1,-1,0,1,0
91,HONDURAS,0,1978,-1,-1,0,1,0
91,HONDURAS,0,1979,-1,-1,0,1,0
91,HONDURAS,0,1980,1,-1,0,1,0
91,HONDURAS,0,1981,4,1,1,1,0
91,HONDURAS,0,1982,6,4,1,1,0
91,HONDURAS,0,1983,6,6,1,0,1
91,HONDURAS,0,1984,6,6,1,0,1
91,HONDURAS,0,1985,5,6,0,0,1
91,HONDURAS,0,1986,5,5,0,1,0
91,HONDURAS,0,1987,5,5,0,1,0
91,HONDURAS,0,1988,5,5,0,1,0
91,HONDURAS,0,1989,6,5,0,1,0
91,HONDURAS,0,1990,6,6,0,0,1
91,HONDURAS,0,1991,6,6,0,0,1
91,HONDURAS,0,1992,6,6,0,0,1
91,HONDURAS,0,1993,6,6,0,0,1
91,HONDURAS,0,1994,6,6,0,0,1
91,HONDURAS,0,1995,6,6,0,0,1
91,HONDURAS,0,1996,6,6,0,0,1
91,HONDURAS,0,1997,6,6,0,0,1
91,HONDURAS,0,1998,6,6,0,0,1
91,HONDURAS,0,1999,7,6,0,0,1
92,EL SALVADOR,1,1945,-8,-8,0,0,0
92,EL SALVADOR,0,1946,-8,-8,0,0,0
92,EL SALVADOR,0,1947,-8,-8,0,0,0
92,EL SALVADOR,0,1948,-7,-8,0,0,0
92,EL SALVADOR,0,1949,-7,-7,1,0,0
92,EL SALVADOR,0,1950,-6,-7,1,0,0
92,EL SALVADOR,0,1951,-6,-6,1,0,0
92,EL SALVADOR,0,1952,-6,-6,1,0,0
92,EL SALVADOR,0,1953,-6,-6,0,0,0
92,EL SALVADOR,0,1954,-6,-6,0,0,0
92,EL SALVADOR,0,1955,-6,-6,0,0,0
92,EL SALVADOR,0,1956,-5,-6,0,0,0
92,EL SALVADOR,0,1957,-5,-5,0,1,0
92,EL SALVADOR,0,1958,-5,-5,0,1,0
92,EL SALVADOR,0,1959,-5,-5,0,1,0
92,EL SALVADOR,0,1960,-3,-5,0,1,0
92,EL SALVADOR,0,1961,-3,-3,0,1,0
92,EL SALVADOR,0,1962,-3,-3,0,1,0
92,EL SALVADOR,0,1963,-3,-3,0,1,0
92,EL SALVADOR,0,1964,0,-3,0,1,0
92,EL SALVADOR,0,1965,0,0,1,1,0
92,EL SALVADOR,0,1966,0,0,1,1,0
92,EL SALVADOR,0,1967,0,0,1,1,0
92,EL SALVADOR,0,1968,0,0,0,1,0
92,EL SALVADOR,0,1969,0,0,0,1,0
92,EL SALVADOR,0,1970,0,0,0,1,0
92,EL SALVADOR,0,1971,0,0,0,1,0
92,EL SALVADOR,0,1972,-1,0,0,1,0
92,EL SALVADOR,0,1973,-1,-1,0,1,0
92,EL SALVADOR,0,1974,-1,-1,0,1,0
92,EL SALVADOR,0,1975,-1,-1,0,1,0
92,EL SALVADOR,0,1976,-1,-1,0,1,0
92,EL SALVADOR,0,1977,-6,-1,0,1,0
92,EL SALVADOR,0,1978,-6,-6,1,0,0
92,EL SALVADOR,0,1979,-4,-6,1,0,0
92,EL SALVADOR,0,1980,-2,-4,1,1,0
92,EL SALVADOR,0,1981,0,-2,1,1,0
92,EL SALVADOR,0,1982,2,0,1,1,0
92,EL SALVADOR,0,1983,4,2,1,1,0
92,EL SALVADOR,0,1984,6,4,1,1,0
92,EL SALVADOR,0,1985,6,6,1,0,1
92,EL SALVADOR,0,1986,6,6,1,0,1
